Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
20110522.27.3,Summary,5/22/11,13:13:00,3,Minnesota,-,-,1,1,48,880,13.57,Hennepin,Anoka,Ramsey,Anoka,-,-,-,-,-,-,-,-,"$166,620,000 ",,44.9597,-93.3472,45.1317,-93.2137,1,3,294080,Unmodified
20110522.19.35,Summary,5/22/11,13:33:00,3,Iowa,Minnesota,-,2,0,3,250,28.68,Howard,Fillmore,-,-,-,-,-,-,-,-,-,-,"$775,000 ",,43.4091,-92.4933,43.5789,-91.9719,2,35,300438,Unmodified
20110522.19.35,State,5/22/11,13:33:00,3,Iowa,,,2,0,3,250,13.88,Howard,-,-,-,-,-,-,-,-,-,-,-,"$525,000 ",,43.4091,-92.4933,43.5006,-92.2469,2,35,300438,Unmodified
20110522.19.35,State,5/22/11,14:05:00,3,Minnesota,,,1,0,0,225,14.8,Fillmore,-,-,-,-,-,-,-,-,-,-,-,"$250,000 ",,43.5006,-92.2469,43.5789,-91.9719,2,5,300438,Unmodified
20110522.55.16,Summary,5/22/11,13:33:00,3,Wisconsin,-,-,1,0,0,600,3.29,Price,-,-,-,-,-,-,-,-,-,-,-,"$4,000 ",,45.777,-90.645,45.821,-90.619,1,16,319067,Unmodified
20110522.29.34,Summary,5/22/11,13:38:00,3,Missouri,-,-,0,0,0,40,0.25,Lafayette,-,-,-,-,-,-,-,-,-,-,-,"$1,000 ",,39.18,-93.86,39.1798,-93.8553,1,34,309324,Unmodified
20110522.19.36,Summary,5/22/11,13:40:00,3,Iowa,-,-,2,0,0,75,3.88,Iowa,-,-,-,-,-,-,-,-,-,-,-,"$250,000 ",,41.7916,-92.206,41.8217,-92.1425,1,36,307316,Unmodified
20110522.27.4,Summary,5/22/11,13:52:00,3,Minnesota,-,-,0,0,0,30,0.21,Anoka,-,-,-,-,-,-,-,-,-,-,-,"$50,000 ",,45.2484,-93.1623,45.2507,-93.1593,1,4,293758,Unmodified
20110522.19.37,Summary,5/22/11,13:54:00,3,Iowa,-,-,0,0,0,25,1.96,Iowa,-,-,-,-,-,-,-,-,-,-,-,"$10,000 ",,41.5776,-92.0999,41.5812,-92.0624,1,37,307318,Unmodified
20110522.19.38,Summary,5/22/11,14:13:00,3,Iowa,-,-,0,0,0,30,0.1,Bremer,-,-,-,-,-,-,-,-,-,-,-,-,,42.79,-92.23,42.79,-92.23,1,38,293108,Unmodified
