Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19990503.31.23,Summary,1999-05-03,20:24:00,CST,Nebraska,-,-,0,0,0,20,0,Knox,-,-,-,-,-,-,-,-,-,-,-,-,,42.63,-98.08,42.63,-98.08,1,23,388,Unmodified
19990503.31.24,Summary,1999-05-03,20:25:00,CST,Nebraska,-,-,0,0,0,40,3,Cedar,-,-,-,-,-,-,-,-,-,-,-,$10000,,42.37,-97.2,42.42,-97.23,1,24,389,Unmodified
19990503.40.69,Summary,1999-05-03,20:25:00,CST,Oklahoma,-,-,4,2,26,1760,35,Logan,Payne,Noble,-,-,-,-,-,-,-,-,-,$13110000,,35.88,-97.68,36.32,-97.23,1,69,1172,Unmodified
19990503.31.21,Summary,1999-05-03,20:26:00,CST,Nebraska,-,-,1,0,0,70,4,Cedar,-,-,-,-,-,-,-,-,-,-,-,$50000,,42.58,-97.18,42.65,-97.23,1,21,386,Unmodified
19990503.40.70,Summary,1999-05-03,20:30:00,CST,Oklahoma,-,-,1,0,0,440,4,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,$10000,,36.02,-97.88,36.07,-97.85,1,70,1191,Unmodified
19990503.31.25,Summary,1999-05-03,20:32:00,CST,Nebraska,-,-,0,0,0,20,0,Knox,-,-,-,-,-,-,-,-,-,-,-,-,,42.82,-98.12,42.82,-98.12,1,25,390,Unmodified
19990503.40.71,Summary,1999-05-03,20:50:00,CST,Oklahoma,-,-,0,0,0,30,0,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,-,,36.02,-97.95,36.02,-97.95,1,71,1194,Unmodified
19990503.40.72,Summary,1999-05-03,20:56:00,CST,Oklahoma,-,-,0,0,0,50,1,Canadian,-,-,-,-,-,-,-,-,-,-,-,$30000,,35.5,-98,35.52,-98,1,72,1174,Unmodified
19990503.40.73,Summary,1999-05-03,20:57:00,CST,Oklahoma,-,-,2,0,0,150,1,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,$30000,,36.1,-97.88,36.1,-97.88,1,73,1192,Unmodified
19990503.46.1,Summary,1999-05-03,21:00:00,CST,South Dakota,-,-,0,0,0,50,0,Bon Homme,-,-,-,-,-,-,-,-,-,-,-,-,,42.87,-97.92,42.87,-97.92,1,1,313,Unmodified
19990503.46.2,Summary,1999-05-03,21:03:00,CST,South Dakota,-,-,0,0,0,50,0,Charles Mix,-,-,-,-,-,-,-,-,-,-,-,-,,42.82,-98.25,42.82,-98.25,1,2,314,Unmodified
19990503.40.74,Summary,1999-05-03,21:03:00,CST,Oklahoma,-,-,3,0,0,350,22,Canadian,Kingfisher,-,-,-,-,-,-,-,-,-,-,$180000,,35.55,-97.97,35.77,-97.83,1,74,1175,Unmodified
19990503.40.75,Summary,1999-05-03,21:10:00,CST,Oklahoma,-,-,3,0,13,450,16,Lincoln,Creek,-,-,-,-,-,-,-,-,-,-,$60000000,,35.65,-96.8,35.77,-96.58,1,75,1186,Unmodified
19990503.40.76,Summary,1999-05-03,21:18:00,CST,Oklahoma,-,-,2,0,0,440,8,Logan,Garfield,-,-,-,-,-,-,-,-,-,-,$40000,,36.12,-97.65,36.18,-97.52,1,76,1195,Unmodified
19990503.40.77,Summary,1999-05-03,21:28:00,CST,Oklahoma,-,-,1,0,0,200,1,Major,-,-,-,-,-,-,-,-,-,-,-,$10000,,36.3,-98.25,36.3,-98.25,1,77,1196,Unmodified
19990503.40.78,Summary,1999-05-03,21:38:00,CST,Oklahoma,-,-,0,0,0,150,3,Kingfisher,Logan,-,-,-,-,-,-,-,-,-,-,$1000,,35.78,-97.72,35.85,-97.72,1,78,1176,Unmodified
19990503.40.79,Summary,1999-05-03,21:40:00,CST,Oklahoma,-,-,0,0,0,50,0,Kingfisher,-,-,-,-,-,-,-,-,-,-,-,$4000,,35.85,-97.78,35.85,-97.78,1,79,1177,Unmodified
19990503.40.80,Summary,1999-05-03,21:50:00,CST,Oklahoma,-,-,3,0,13,880,13,Logan,-,-,-,-,-,-,-,-,-,-,-,$10000000,,35.92,-97.6,36.03,-97.45,1,80,1178,Unmodified
19990503.40.81,Summary,1999-05-03,22:33:00,CST,Oklahoma,-,-,2,0,0,440,2,Logan,-,-,-,-,-,-,-,-,-,-,-,$50000,,36.03,-97.42,36.03,-97.4,1,81,1179,Unmodified
19990503.40.82,Summary,1999-05-03,22:58:00,CST,Oklahoma,-,-,0,0,0,50,2,Creek,-,-,-,-,-,-,-,-,-,-,-,$40000,,35.98,-96.13,36,-96.1,1,82,1080,Unmodified
19990503.40.83,Summary,1999-05-03,23:08:00,CST,Oklahoma,-,-,1,0,0,150,7,Creek,Tulsa,-,-,-,-,-,-,-,-,-,-,$8500000,,36.02,-96.07,36.15,-95.95,1,83,1081,Unmodified
